### DATA:
#
#         Q               I              Error
#654
5.23701278E-01 7.90537445E-08 8.49983860E-11
5.25691539E-01 7.91385572E-08 8.53471036E-11
5.27681615E-01 7.90887263E-08 8.41376375E-11
5.29671505E-01 7.89767029E-08 8.72164006E-11
5.31661209E-01 7.90843231E-08 8.35560037E-11
5.33650727E-01 7.90915903E-08 8.38000847E-11
5.35640057E-01 7.88975799E-08 8.43437772E-11
5.37629199E-01 7.89973415E-08 8.34742540E-11
5.39618152E-01 7.89702178E-08 8.45817912E-11
5.41606915E-01 7.91630954E-08 8.41050639E-11
5.43595489E-01 7.91158250E-08 8.38597879E-11
5.45583871E-01 7.89901485E-08 8.30566440E-11
5.47572063E-01 7.90617566E-08 8.34206105E-11
5.49560062E-01 7.90439369E-08 8.44028004E-11
5.51547868E-01 7.91280825E-08 8.25039994E-11
5.53535481E-01 7.90987948E-08 8.32527862E-11
5.55522899E-01 7.90720732E-08 8.27834360E-11
5.57510123E-01 7.89372123E-08 8.35029893E-11
5.59497152E-01 7.90640908E-08 8.30289546E-11
5.61483984E-01 7.90688875E-08 8.25580860E-11
5.63470619E-01 7.87804439E-08 8.27742724E-11
5.65457057E-01 7.91443413E-08 8.21421679E-11
5.67443297E-01 7.91219122E-08 8.24305057E-11
5.69429338E-01 7.91308352E-08 8.17433664E-11
5.71415179E-01 7.90436733E-08 8.24612258E-11
5.73400821E-01 7.90591024E-08 8.39944651E-11
5.75386261E-01 7.90352933E-08 8.14643532E-11
5.77371501E-01 7.92328283E-08 8.22865912E-11
5.79356538E-01 7.89514896E-08 8.08423078E-11
5.81341372E-01 7.88098897E-08 8.17206355E-11
5.83326003E-01 7.90551163E-08 8.44039077E-11
5.85310429E-01 7.90724874E-08 8.03660037E-11
5.87294651E-01 7.90816232E-08 8.31870559E-11
5.89278668E-01 7.89729104E-08 8.20157892E-11
5.91262478E-01 7.91405455E-08 8.30936933E-11
5.93246082E-01 7.90841520E-08 8.17120557E-11
5.95229478E-01 7.90125862E-08 8.27743753E-11
5.97212666E-01 7.93022960E-08 8.43952667E-11
5.99195646E-01 8.08193211E-08 9.17521529E-11
6.01178416E-01 7.99136401E-08 9.10789681E-11
6.03160976E-01 7.97013402E-08 9.22987632E-11
6.05143325E-01 7.96442695E-08 9.30458265E-11
6.07125463E-01 7.94527821E-08 9.61544858E-11
6.09107389E-01 7.97417896E-08 9.66050715E-11
6.11089102E-01 7.95342216E-08 9.49858290E-11
6.13070602E-01 7.97376381E-08 9.78837909E-11
6.15051888E-01 7.92831705E-08 9.99297461E-11
6.17032960E-01 7.95232403E-08 1.00524170E-10
6.19013816E-01 7.97236206E-08 9.97957076E-11
6.20994456E-01 7.92876759E-08 1.02952702E-10
6.22974879E-01 7.96997138E-08 1.04065680E-10
6.24955086E-01 7.97098076E-08 1.05025773E-10
6.26935074E-01 7.94274864E-08 1.06112633E-10
6.28914844E-01 7.97217175E-08 1.06394314E-10
6.30894395E-01 7.96203917E-08 1.08138194E-10
6.32873725E-01 7.96285714E-08 1.11085064E-10
6.34852836E-01 7.95796876E-08 1.10916310E-10
6.36831725E-01 7.95957009E-08 1.11841029E-10
6.38810392E-01 7.95299684E-08 1.14188873E-10
6.40788837E-01 7.95678853E-08 1.12642443E-10
6.42767059E-01 7.95394733E-08 1.14485390E-10
6.44745057E-01 7.96699145E-08 1.15494114E-10
6.46722830E-01 7.93171657E-08 1.14793765E-10
6.48700379E-01 7.94501376E-08 1.21530137E-10
6.50677701E-01 7.95515932E-08 1.18106707E-10
6.52654798E-01 7.94293935E-08 1.22377221E-10
6.54631667E-01 7.93744106E-08 1.20521159E-10
6.56608309E-01 7.95614902E-08 1.23547831E-10
6.58584723E-01 7.95911801E-08 1.27499039E-10
6.60560907E-01 7.95492750E-08 1.24696869E-10
6.62536863E-01 7.98663910E-08 1.30341205E-10
6.64512587E-01 7.96509761E-08 1.30060634E-10
6.66488081E-01 7.94904368E-08 1.28541476E-10
6.68463344E-01 7.97516786E-08 1.32346326E-10
6.70438374E-01 7.96587118E-08 1.34469117E-10
6.72413172E-01 7.97184299E-08 1.37690527E-10
6.74387736E-01 7.97362792E-08 1.39574126E-10
6.76362066E-01 7.94201654E-08 1.34931455E-10
6.78336161E-01 7.98637746E-08 1.47105136E-10
6.80310021E-01 7.95945928E-08 1.44235591E-10
6.82283645E-01 7.97322916E-08 1.44624372E-10
6.84257032E-01 7.95432099E-08 1.49888531E-10
6.86230182E-01 7.99587297E-08 1.49801393E-10
6.88203094E-01 7.98518242E-08 1.53990633E-10
6.90175768E-01 7.97453643E-08 1.49792009E-10
6.92148202E-01 7.97496667E-08 1.56946694E-10
6.94120397E-01 7.96913863E-08 1.60823669E-10
6.96092351E-01 7.93818510E-08 1.56900813E-10
6.98064064E-01 7.95410806E-08 1.68681142E-10
7.00035535E-01 7.94598887E-08 1.59468766E-10
7.02006764E-01 8.00866973E-08 1.71883094E-10
7.03977749E-01 7.97986650E-08 1.72019142E-10
7.05948492E-01 8.03410461E-08 1.74501057E-10
7.07918989E-01 8.00855583E-08 1.81880440E-10
7.09889242E-01 8.00573172E-08 1.75823790E-10
7.11859250E-01 8.02246747E-08 1.88484307E-10
7.13829011E-01 7.95996804E-08 1.83985259E-10
7.15798525E-01 8.05137054E-08 1.95911564E-10
7.17767792E-01 7.99059553E-08 1.98225533E-10
7.19736811E-01 8.02229528E-08 1.96627212E-10
7.21705581E-01 8.01528190E-08 2.17490987E-10
7.23674102E-01 7.98151098E-08 1.97736111E-10
7.25642373E-01 8.05319087E-08 2.25182808E-10
7.27610393E-01 8.04947363E-08 2.18189512E-10
7.29578162E-01 7.98168278E-08 2.27285620E-10
7.31545680E-01 8.02114542E-08 2.43704984E-10
7.33512944E-01 7.98752414E-08 2.42616423E-10
7.35479956E-01 7.97242104E-08 2.49936663E-10
7.37446714E-01 7.90942253E-08 2.25108946E-10
7.39413217E-01 8.03309779E-08 2.54707282E-10
7.41379466E-01 7.97335041E-08 2.50374752E-10
7.43345459E-01 7.95331230E-08 2.57777054E-10
7.45311195E-01 7.98679671E-08 2.81935904E-10
7.47276675E-01 8.03335350E-08 2.47812437E-10
7.49241897E-01 7.98909525E-08 2.78937403E-10
7.51206861E-01 8.02431184E-08 2.61722585E-10
7.53171567E-01 8.03920026E-08 2.88560253E-10
7.55136013E-01 7.93023557E-08 2.96234961E-10
7.57100199E-01 8.03337952E-08 2.65535821E-10
7.59064124E-01 8.05895746E-08 3.22703741E-10
7.61027789E-01 8.06452983E-08 2.92639075E-10
7.62991191E-01 8.00461792E-08 3.10570662E-10
7.64954331E-01 8.05556726E-08 3.20351328E-10
7.66917208E-01 8.00846428E-08 3.46523209E-10
7.68879821E-01 8.07271848E-08 3.65521397E-10
7.70842170E-01 8.09929230E-08 3.28118632E-10
7.72804254E-01 8.05381817E-08 3.77623169E-10
7.74766072E-01 8.09273311E-08 3.66644949E-10
7.76727624E-01 8.01177442E-08 3.75895113E-10
7.78688910E-01 8.09795040E-08 4.08925017E-10
7.80649928E-01 8.19235016E-08 4.11758138E-10
7.82610677E-01 8.16652865E-08 4.41711340E-10
7.84571159E-01 8.14113384E-08 4.75930854E-10
7.86531371E-01 8.13610200E-08 4.41046987E-10
7.88491313E-01 8.07728661E-08 5.36679705E-10
7.90450985E-01 8.27636972E-08 5.43724738E-10
7.92410385E-01 8.19402376E-08 5.92939387E-10
7.94369514E-01 8.38782864E-08 6.76423690E-10
