### DATA:
#
#         Q               I              Error
#674
4.83858305E-01 3.26824066E-05 3.48118873E-08
4.85852119E-01 3.26211028E-05 3.52289531E-08
4.87845762E-01 3.26765878E-05 3.59491441E-08
4.89839233E-01 3.26638825E-05 3.49539472E-08
4.91832531E-01 3.26780527E-05 3.62380679E-08
4.93825656E-01 3.26866076E-05 3.43015020E-08
4.95818608E-01 3.26811871E-05 3.56553745E-08
4.97811384E-01 3.26410491E-05 3.55528602E-08
4.99803985E-01 3.27254469E-05 3.51352264E-08
5.01796410E-01 3.27021981E-05 3.55885827E-08
5.03788659E-01 3.27736299E-05 3.49603387E-08
5.05780730E-01 3.26425044E-05 3.51937633E-08
5.07772623E-01 3.27051796E-05 3.52278143E-08
5.09764338E-01 3.26919889E-05 3.52092844E-08
5.11755873E-01 3.26711021E-05 3.48124422E-08
5.13747228E-01 3.26432213E-05 3.46659044E-08
5.15738402E-01 3.26672274E-05 3.56044992E-08
5.17729395E-01 3.26564068E-05 3.44130778E-08
5.19720206E-01 3.27430298E-05 3.49192854E-08
5.21710834E-01 3.27097103E-05 3.49220955E-08
5.23701278E-01 3.26755477E-05 3.51326662E-08
5.25691539E-01 3.27106036E-05 3.52768028E-08
5.27681615E-01 3.26900069E-05 3.47768902E-08
5.29671505E-01 3.26437039E-05 3.60494456E-08
5.31661209E-01 3.26881869E-05 3.45364815E-08
5.33650727E-01 3.26911907E-05 3.46373683E-08
5.35640057E-01 3.26109997E-05 3.48620946E-08
5.37629199E-01 3.26522345E-05 3.45026917E-08
5.39618152E-01 3.26410233E-05 3.49604737E-08
5.41606915E-01 3.27207461E-05 3.47634264E-08
5.43595489E-01 3.27012077E-05 3.46620457E-08
5.45583871E-01 3.26492614E-05 3.43300795E-08
5.47572063E-01 3.26788594E-05 3.44805190E-08
5.49560062E-01 3.26714939E-05 3.48864908E-08
5.51547868E-01 3.27062741E-05 3.41016531E-08
5.53535481E-01 3.26941685E-05 3.44111516E-08
5.55522899E-01 3.26831236E-05 3.42171535E-08
5.57510123E-01 3.26273811E-05 3.45145689E-08
5.59497152E-01 3.26798242E-05 3.43186346E-08
5.61483984E-01 3.26818068E-05 3.41240089E-08
5.63470619E-01 3.25625835E-05 3.42133659E-08
5.65457057E-01 3.27129944E-05 3.39520961E-08
5.67443297E-01 3.27037237E-05 3.40712757E-08
5.69429338E-01 3.27074119E-05 3.37872581E-08
5.71415179E-01 3.26713850E-05 3.40839733E-08
5.73400821E-01 3.26777623E-05 3.47177122E-08
5.75386261E-01 3.26679212E-05 3.36719327E-08
5.77371501E-01 3.27495690E-05 3.40117910E-08
5.79356538E-01 3.26332824E-05 3.34148205E-08
5.81341372E-01 3.25747544E-05 3.37778627E-08
5.83326003E-01 3.26761147E-05 3.48869485E-08
5.85310429E-01 3.26832948E-05 3.32179482E-08
5.87294651E-01 3.26870709E-05 3.43839831E-08
5.89278668E-01 3.26421363E-05 3.38998595E-08
5.91262478E-01 3.27114255E-05 3.43453932E-08
5.93246082E-01 3.26881162E-05 3.37743164E-08
5.95229478E-01 3.26585356E-05 3.42134085E-08
5.97212666E-01 3.27782824E-05 3.48833769E-08
5.99195646E-01 3.34053194E-05 3.79242232E-08
6.01178416E-01 3.30309712E-05 3.76459735E-08
6.03160976E-01 3.29432206E-05 3.81501555E-08
6.05143325E-01 3.29196314E-05 3.84589416E-08
6.07125463E-01 3.28404833E-05 3.97438541E-08
6.09107389E-01 3.29599397E-05 3.99300962E-08
6.11089102E-01 3.28741449E-05 3.92608093E-08
6.13070602E-01 3.29582237E-05 4.04586336E-08
6.15051888E-01 3.27703771E-05 4.13042951E-08
6.17032960E-01 3.28696060E-05 4.15499901E-08
6.19013816E-01 3.29524299E-05 4.12488925E-08
6.20994456E-01 3.27722394E-05 4.25537836E-08
6.22974879E-01 3.29425484E-05 4.30138145E-08
6.24955086E-01 3.29467205E-05 4.34106529E-08
6.26935074E-01 3.28300277E-05 4.38598884E-08
6.28914844E-01 3.29516432E-05 4.39763165E-08
6.30894395E-01 3.29097619E-05 4.46971200E-08
6.32873725E-01 3.29131429E-05 4.59151599E-08
6.34852836E-01 3.28929376E-05 4.58454081E-08
6.36831725E-01 3.28995564E-05 4.62276253E-08
6.38810392E-01 3.28723869E-05 4.71980675E-08
6.40788837E-01 3.28880593E-05 4.65588764E-08
6.42767059E-01 3.28763157E-05 4.73206278E-08
6.44745057E-01 3.29302313E-05 4.77375673E-08
6.46722830E-01 3.27844285E-05 4.74480896E-08
6.48700379E-01 3.28393902E-05 5.02324567E-08
6.50677701E-01 3.28813252E-05 4.88174390E-08
6.52654798E-01 3.28308160E-05 5.05825846E-08
6.54631667E-01 3.28080897E-05 4.98154126E-08
6.56608309E-01 3.28854159E-05 5.10664367E-08
6.58584723E-01 3.28976878E-05 5.26996027E-08
6.60560907E-01 3.28803670E-05 5.15413727E-08
6.62536863E-01 3.30114416E-05 5.38743646E-08
6.64512587E-01 3.29224035E-05 5.37583955E-08
6.66488081E-01 3.28560472E-05 5.31304765E-08
6.68463344E-01 3.29640272E-05 5.47031483E-08
6.70438374E-01 3.29256009E-05 5.55805685E-08
6.72413172E-01 3.29502843E-05 5.69120844E-08
6.74387736E-01 3.29576621E-05 5.76906389E-08
6.76362066E-01 3.28270017E-05 5.57716681E-08
6.78336161E-01 3.30103601E-05 6.08034561E-08
6.80310021E-01 3.28990983E-05 5.96173776E-08
6.82283645E-01 3.29560138E-05 5.97780737E-08
6.84257032E-01 3.28778601E-05 6.19539263E-08
6.86230182E-01 3.30496083E-05 6.19179093E-08
6.88203094E-01 3.30054207E-05 6.36494615E-08
6.90175768E-01 3.29614173E-05 6.19140304E-08
6.92148202E-01 3.29631956E-05 6.48713004E-08
6.94120397E-01 3.29391063E-05 6.64737832E-08
6.96092351E-01 3.28111651E-05 6.48523360E-08
6.98064064E-01 3.28769800E-05 6.97215388E-08
7.00035535E-01 3.28434207E-05 6.59137567E-08
7.02006764E-01 3.31025016E-05 7.10450123E-08
7.03977749E-01 3.29834482E-05 7.11012454E-08
7.05948492E-01 3.32076324E-05 7.21271037E-08
7.07918989E-01 3.31020307E-05 7.51772484E-08
7.09889242E-01 3.30903578E-05 7.26738332E-08
7.11859250E-01 3.31595322E-05 7.79068470E-08
7.13829011E-01 3.29012012E-05 7.60472405E-08
7.15798525E-01 3.32789982E-05 8.09767797E-08
7.17767792E-01 3.30277949E-05 8.19332202E-08
7.19736811E-01 3.31588205E-05 8.12725810E-08
7.21705581E-01 3.31298318E-05 8.98962746E-08
7.23674102E-01 3.29902454E-05 8.17309261E-08
7.25642373E-01 3.32865222E-05 9.30755608E-08
7.27610393E-01 3.32711577E-05 9.01849981E-08
7.29578162E-01 3.29909555E-05 9.39447229E-08
7.31545680E-01 3.31540677E-05 1.00731393E-07
7.33512944E-01 3.30150998E-05 1.00281455E-07
7.35479956E-01 3.29526737E-05 1.03307154E-07
7.37446714E-01 3.26922798E-05 9.30450308E-08
7.39413217E-01 3.32034709E-05 1.05279010E-07
7.41379466E-01 3.29565150E-05 1.03488231E-07
7.43345459E-01 3.28736909E-05 1.06547849E-07
7.45311195E-01 3.30120931E-05 1.16533507E-07
7.47276675E-01 3.32045278E-05 1.02429141E-07
7.49241897E-01 3.30215937E-05 1.15294127E-07
7.51206861E-01 3.31671556E-05 1.08178669E-07
7.53171567E-01 3.32286944E-05 1.19271571E-07
7.55136013E-01 3.27783070E-05 1.22443784E-07
7.57100199E-01 3.32046353E-05 1.09754806E-07
7.59064124E-01 3.33103575E-05 1.33384213E-07
7.61027789E-01 3.33333900E-05 1.20957484E-07
7.62991191E-01 3.30857541E-05 1.28369207E-07
7.64954331E-01 3.32963447E-05 1.32411882E-07
7.66917208E-01 3.31016524E-05 1.43229593E-07
7.68879821E-01 3.33672364E-05 1.51082177E-07
7.70842170E-01 3.34770749E-05 1.35622368E-07
7.72804254E-01 3.32891151E-05 1.56084243E-07
7.74766072E-01 3.34499635E-05 1.51546579E-07
7.76727624E-01 3.31153343E-05 1.55369980E-07
7.78688910E-01 3.34715283E-05 1.69022340E-07
7.80649928E-01 3.38617140E-05 1.70193364E-07
7.82610677E-01 3.37549851E-05 1.82574021E-07
7.84571159E-01 3.36500199E-05 1.96718086E-07
7.86531371E-01 3.36292216E-05 1.82299421E-07
7.88491313E-01 3.33861180E-05 2.21827611E-07
7.90450985E-01 3.42089948E-05 2.24739558E-07
7.92410385E-01 3.38686315E-05 2.45081613E-07
7.94369514E-01 3.46696917E-05 2.79588459E-07
