### DATA:
#
#         Q               I              Error
#672
4.87845762E-01 6.15434771E-06 8.37944333E-09
4.89839233E-01 6.16873504E-06 8.18045551E-09
4.91832531E-01 6.15800021E-06 8.43698119E-09
4.93825656E-01 6.16028289E-06 8.05246693E-09
4.95818608E-01 6.15777112E-06 8.21588628E-09
4.97811384E-01 6.16173530E-06 8.30821477E-09
4.99803985E-01 6.15765483E-06 8.16791004E-09
5.01796410E-01 6.16236498E-06 8.19159459E-09
5.03788659E-01 6.16348826E-06 8.00409166E-09
5.05780730E-01 6.15868859E-06 8.36270902E-09
5.07772623E-01 6.17237690E-06 8.26254522E-09
5.09764338E-01 6.17155948E-06 8.05154818E-09
5.11755873E-01 6.17245412E-06 8.21826893E-09
5.13747228E-01 6.18249982E-06 8.14769495E-09
5.15738402E-01 6.18027799E-06 8.20127251E-09
5.17729395E-01 6.17023731E-06 8.08799862E-09
5.19720206E-01 6.17485058E-06 8.12077602E-09
5.21710834E-01 6.14654814E-06 8.12641808E-09
5.23701278E-01 6.19221554E-06 8.06879910E-09
5.25691539E-01 6.18136107E-06 8.05926144E-09
5.27681615E-01 6.18755536E-06 8.20759564E-09
5.29671505E-01 6.19136156E-06 8.14643027E-09
5.31661209E-01 6.18677081E-06 7.83997120E-09
5.33650727E-01 6.17812339E-06 8.23846337E-09
5.35640057E-01 6.20137902E-06 8.19818711E-09
5.37629199E-01 6.18125808E-06 8.07290603E-09
5.39618152E-01 6.19470312E-06 8.06087794E-09
5.41606915E-01 6.20626282E-06 8.07197786E-09
5.43595489E-01 6.19679528E-06 8.07708989E-09
5.45583871E-01 6.19686326E-06 7.96793303E-09
5.47572063E-01 6.21130664E-06 8.00621421E-09
5.49560062E-01 6.21022500E-06 8.19615962E-09
5.51547868E-01 6.19686570E-06 7.89588631E-09
5.53535481E-01 6.21906933E-06 8.07835603E-09
5.55522899E-01 6.20370338E-06 7.86385130E-09
5.57510123E-01 6.23105643E-06 7.87254708E-09
5.59497152E-01 6.23116502E-06 8.17466786E-09
5.61483984E-01 6.21666526E-06 7.96757379E-09
5.63470619E-01 6.22286229E-06 8.02597706E-09
5.65457057E-01 6.23862984E-06 7.98919318E-09
5.67443297E-01 6.22358795E-06 8.03945165E-09
5.69429338E-01 6.21871165E-06 7.94612968E-09
5.71415179E-01 6.23142405E-06 8.03810305E-09
5.73400821E-01 6.24801469E-06 7.99369250E-09
5.75386261E-01 6.23461768E-06 7.78196658E-09
5.77371501E-01 6.24604866E-06 7.97563160E-09
5.79356538E-01 6.23144709E-06 7.83099522E-09
5.81341372E-01 6.25302486E-06 7.87561056E-09
5.83326003E-01 6.25231156E-06 8.27883194E-09
5.85310429E-01 6.26601589E-06 7.75433830E-09
5.87294651E-01 6.25393454E-06 8.08364330E-09
5.89278668E-01 6.27372707E-06 8.13158329E-09
5.91262478E-01 6.28036964E-06 8.05062543E-09
5.93246082E-01 6.25048667E-06 7.97649501E-09
5.95229478E-01 6.26934021E-06 7.89757896E-09
5.97212666E-01 6.30005620E-06 8.13686720E-09
5.99195646E-01 6.36382175E-06 9.17056824E-09
6.01178416E-01 6.32158486E-06 9.17807863E-09
6.03160976E-01 6.32623308E-06 9.18817188E-09
6.05143325E-01 6.31164262E-06 9.03954361E-09
6.07125463E-01 6.32072233E-06 9.46324852E-09
6.09107389E-01 6.32550219E-06 9.64537419E-09
6.11089102E-01 6.33291771E-06 9.49063787E-09
6.13070602E-01 6.31014093E-06 9.63745075E-09
6.15051888E-01 6.31065265E-06 9.65543960E-09
6.17032960E-01 6.32738485E-06 1.00747657E-08
6.19013816E-01 6.32177158E-06 9.78512200E-09
6.20994456E-01 6.34273361E-06 1.04133391E-08
6.22974879E-01 6.34329839E-06 1.03473173E-08
6.24955086E-01 6.34522623E-06 1.05177411E-08
6.26935074E-01 6.36245275E-06 1.05528620E-08
6.28914844E-01 6.35826271E-06 1.08545239E-08
6.30894395E-01 6.34376857E-06 1.04260565E-08
6.32873725E-01 6.35698694E-06 1.08908909E-08
6.34852836E-01 6.36613536E-06 1.10454672E-08
6.36831725E-01 6.35265086E-06 1.06851509E-08
6.38810392E-01 6.36137934E-06 1.08610861E-08
6.40788837E-01 6.35617105E-06 1.11168418E-08
6.42767059E-01 6.37015323E-06 1.12099870E-08
6.44745057E-01 6.36126324E-06 1.13360290E-08
6.46722830E-01 6.37748952E-06 1.15388950E-08
6.48700379E-01 6.37677090E-06 1.22307186E-08
6.50677701E-01 6.38963832E-06 1.18798568E-08
6.52654798E-01 6.40243549E-06 1.21575293E-08
6.54631667E-01 6.40668167E-06 1.18228418E-08
6.56608309E-01 6.40420017E-06 1.20824773E-08
6.58584723E-01 6.40752018E-06 1.29810298E-08
6.60560907E-01 6.38995414E-06 1.21374763E-08
6.62536863E-01 6.42480225E-06 1.30715311E-08
6.64512587E-01 6.43621191E-06 1.29722801E-08
6.66488081E-01 6.42077124E-06 1.26269844E-08
6.68463344E-01 6.45963639E-06 1.31973876E-08
6.70438374E-01 6.43090867E-06 1.32041236E-08
6.72413172E-01 6.45844165E-06 1.39942046E-08
6.74387736E-01 6.45389335E-06 1.41070516E-08
6.76362066E-01 6.42041649E-06 1.30196006E-08
6.78336161E-01 6.49193129E-06 1.45515245E-08
6.80310021E-01 6.48882499E-06 1.43035553E-08
6.82283645E-01 6.48641337E-06 1.46964545E-08
6.84257032E-01 6.47605652E-06 1.48135989E-08
6.86230182E-01 6.47607602E-06 1.46883891E-08
6.88203094E-01 6.48241573E-06 1.56319414E-08
6.90175768E-01 6.48924117E-06 1.48172875E-08
6.92148202E-01 6.52232798E-06 1.60380865E-08
6.94120397E-01 6.49623572E-06 1.61611134E-08
6.96092351E-01 6.51233447E-06 1.56326376E-08
6.98064064E-01 6.54489470E-06 1.70764585E-08
7.00035535E-01 6.54433562E-06 1.58649294E-08
7.02006764E-01 6.51752129E-06 1.80358091E-08
7.03977749E-01 6.50906776E-06 1.67912706E-08
7.05948492E-01 6.55485823E-06 1.76732882E-08
7.07918989E-01 6.55058436E-06 1.83051207E-08
7.09889242E-01 6.59259550E-06 1.88270793E-08
7.11859250E-01 6.57236681E-06 1.88621140E-08
7.13829011E-01 6.59108417E-06 1.88500780E-08
7.15798525E-01 6.57813520E-06 1.96531420E-08
7.17767792E-01 6.60295181E-06 2.05784955E-08
7.19736811E-01 6.60317682E-06 1.99546964E-08
7.21705581E-01 6.64510399E-06 2.28022145E-08
7.23674102E-01 6.59921737E-06 1.97829712E-08
7.25642373E-01 6.65211098E-06 2.25313482E-08
7.27610393E-01 6.63607314E-06 2.24014583E-08
7.29578162E-01 6.63683423E-06 2.35830084E-08
7.31545680E-01 6.62852294E-06 2.48125248E-08
7.33512944E-01 6.64152932E-06 2.62752214E-08
7.35479956E-01 6.67931137E-06 2.52692243E-08
7.37446714E-01 6.60363517E-06 2.23100605E-08
7.39413217E-01 6.64250747E-06 2.57452616E-08
7.41379466E-01 6.65984050E-06 2.59256830E-08
7.43345459E-01 6.65214409E-06 2.51152447E-08
7.45311195E-01 6.65671357E-06 2.75788655E-08
7.47276675E-01 6.69347332E-06 2.45317821E-08
7.49241897E-01 6.64081740E-06 2.77996955E-08
7.51206861E-01 6.70487135E-06 2.63384866E-08
7.53171567E-01 6.73258131E-06 2.96414710E-08
7.55136013E-01 6.69838808E-06 3.06969066E-08
7.57100199E-01 6.72593333E-06 2.90548445E-08
7.59064124E-01 6.77599941E-06 3.05682396E-08
7.61027789E-01 6.76523727E-06 2.96126249E-08
7.62991191E-01 6.78482472E-06 3.22465253E-08
7.64954331E-01 6.73228766E-06 3.33554185E-08
7.66917208E-01 6.82015589E-06 3.42471101E-08
7.68879821E-01 6.81624031E-06 3.57244385E-08
7.70842170E-01 6.88221436E-06 3.55458869E-08
7.72804254E-01 6.84006471E-06 3.98208020E-08
7.74766072E-01 6.89179482E-06 4.00729225E-08
7.76727624E-01 6.86052142E-06 4.08442058E-08
7.78688910E-01 6.86682360E-06 4.35842910E-08
7.80649928E-01 7.00253323E-06 4.34573557E-08
7.82610677E-01 6.89692343E-06 4.79368744E-08
7.84571159E-01 7.01739433E-06 5.39224534E-08
7.86531371E-01 6.91658813E-06 4.91290229E-08
7.88491313E-01 7.02789460E-06 5.59861142E-08
7.90450985E-01 7.13088112E-06 6.06494935E-08
7.92410385E-01 6.97675453E-06 6.46909215E-08
7.94369514E-01 7.13205871E-06 7.23379618E-08
